Baseline:350
Kinetic read 1 (0:00.00)
	1	2	3
B	0.079	0.079	0.078	Baseline:350 Read#1

Baseline:350

Kinetic read	B1	B2	B3
7:38.73	0.085	0.087	0.088
7:39.35	0.085	0.087	0.088
7:39.97	0.085	0.087	0.088
7:40.59	0.085	0.087	0.088
7:41.21	0.085	0.087	0.088
7:41.83	0.085	0.087	0.088
7:42.45	0.085	0.088	0.088
7:43.07	0.085	0.088	0.088
7:43.69	0.085	0.088	0.088
7:44.31	0.085	0.088	0.089
7:44.93	0.085	0.088	0.088
7:45.55	0.085	0.088	0.089
7:46.17	0.085	0.088	0.089
7:46.79	0.085	0.088	0.089
7:47.41	0.085	0.088	0.089
7:48.03	0.085	0.088	0.089
7:48.65	0.085	0.088	0.089
7:49.27	0.085	0.088	0.089
7:49.89	0.085	0.088	0.089
7:50.51	0.086	0.088	0.089
7:51.13	0.086	0.088	0.089
7:51.75	0.086	0.088	0.089
7:52.37	0.085	0.088	0.089
7:52.99	0.086	0.088	0.089
7:53.61	0.085	0.088	0.089
7:54.23	0.086	0.088	0.089
7:54.85	0.086	0.088	0.089
7:55.47	0.086	0.088	0.089
7:56.09	0.086	0.088	0.089
7:56.71	0.086	0.088	0.089
7:57.33	0.086	0.088	0.089
7:57.95	0.086	0.088	0.089
7:58.57	0.086	0.088	0.089
7:59.19	0.086	0.088	0.089
7:59.81	0.086	0.089	0.089
8:00.43	0.086	0.088	0.089
8:01.05	0.086	0.088	0.089
8:01.67	0.086	0.088	0.090
8:02.29	0.086	0.088	0.090
8:02.91	0.086	0.089	0.090
8:03.53	0.086	0.089	0.090
8:04.15	0.086	0.088	0.090
8:04.77	0.086	0.089	0.090
8:05.39	0.086	0.089	0.090
8:06.01	0.086	0.089	0.090
8:06.63	0.086	0.089	0.090
8:07.25	0.086	0.089	0.090
8:07.87	0.086	0.089	0.090
8:08.49	0.086	0.089	0.090
8:09.11	0.086	0.089	0.090
8:09.73	0.086	0.089	0.090
8:10.35	0.086	0.089	0.090
8:10.97	0.086	0.089	0.090
8:11.59	0.086	0.089	0.090
8:12.21	0.086	0.089	0.090
8:12.83	0.086	0.089	0.090
8:13.45	0.086	0.089	0.090
8:14.07	0.086	0.089	0.090
8:14.69	0.086	0.089	0.090
8:15.31	0.086	0.089	0.090
8:15.93	0.086	0.089	0.090
8:16.55	0.087	0.089	0.090
8:17.17	0.086	0.089	0.090
8:17.79	0.086	0.089	0.090
8:18.41	0.087	0.089	0.090
8:19.03	0.087	0.089	0.090
8:19.65	0.087	0.089	0.091
8:20.27	0.087	0.089	0.090
8:20.89	0.087	0.089	0.091
8:21.51	0.087	0.089	0.091
8:22.13	0.087	0.089	0.091
8:22.75	0.087	0.089	0.091
8:23.37	0.087	0.090	0.091
8:23.99	0.087	0.090	0.091
8:24.61	0.087	0.090	0.091
8:25.23	0.087	0.090	0.091
8:25.85	0.087	0.090	0.091
8:26.47	0.087	0.090	0.091
8:27.09	0.087	0.090	0.091
8:27.71	0.087	0.090	0.091
8:28.33	0.087	0.090	0.091
8:28.95	0.087	0.090	0.091
8:29.57	0.087	0.090	0.091
8:30.19	0.087	0.090	0.091
8:30.81	0.087	0.090	0.091
8:31.43	0.087	0.090	0.091
8:32.05	0.087	0.090	0.091
8:32.67	0.087	0.090	0.091
8:33.29	0.087	0.090	0.091
8:33.91	0.087	0.090	0.091
8:34.53	0.087	0.090	0.091
8:35.15	0.087	0.090	0.091
8:35.77	0.087	0.090	0.091
8:36.39	0.087	0.090	0.091
8:37.01	0.087	0.090	0.092
8:37.63	0.087	0.090	0.092
8:38.25	0.087	0.090	0.092
8:38.87	0.087	0.090	0.092
8:39.49	0.087	0.090	0.092
8:40.11	0.087	0.090	0.092
8:40.73	0.087	0.090	0.092
8:41.35	0.088	0.090	0.092
8:41.97	0.087	0.091	0.092
8:42.59	0.088	0.091	0.092
8:43.21	0.088	0.091	0.092
8:43.83	0.088	0.091	0.092
8:44.45	0.088	0.091	0.092
8:45.07	0.088	0.091	0.092
8:45.69	0.088	0.091	0.092
8:46.31	0.088	0.091	0.092
8:46.93	0.088	0.091	0.092
8:47.55	0.088	0.091	0.092
8:48.17	0.088	0.091	0.092
8:48.79	0.088	0.091	0.092
8:49.41	0.088	0.091	0.092
8:50.03	0.088	0.091	0.092
8:50.65	0.088	0.091	0.092
8:51.27	0.088	0.091	0.092
8:51.89	0.088	0.091	0.092
8:52.51	0.088	0.091	0.092
8:53.13	0.088	0.091	0.092
8:53.75	0.088	0.091	0.093
8:54.37	0.088	0.091	0.092
8:54.99	0.088	0.091	0.092
8:55.61	0.088	0.091	0.093
8:56.23	0.088	0.091	0.092
8:56.85	0.088	0.091	0.093
8:57.47	0.088	0.091	0.093
8:58.09	0.088	0.091	0.093
8:58.71	0.088	0.091	0.093
8:59.33	0.088	0.091	0.093
8:59.95	0.088	0.091	0.093
9:00.57	0.088	0.091	0.093
9:01.19	0.088	0.091	0.093
9:01.81	0.088	0.091	0.093
9:02.43	0.088	0.092	0.093
9:03.05	0.089	0.092	0.093
9:03.67	0.088	0.092	0.093
9:04.29	0.088	0.092	0.093
9:04.91	0.088	0.092	0.093
9:05.53	0.088	0.092	0.093
9:06.15	0.089	0.092	0.093
9:06.77	0.089	0.092	0.093
9:07.39	0.089	0.092	0.093
9:08.01	0.089	0.092	0.093
9:08.63	0.089	0.092	0.093
9:09.25	0.089	0.092	0.093
9:09.87	0.089	0.092	0.093
9:10.49	0.089	0.092	0.093
9:11.11	0.089	0.092	0.093
9:11.73	0.089	0.092	0.093
9:12.35	0.089	0.092	0.093
9:12.97	0.089	0.092	0.094
9:13.59	0.089	0.092	0.094
9:14.21	0.089	0.092	0.094
9:14.83	0.089	0.092	0.094
9:15.45	0.089	0.092	0.094
9:16.07	0.089	0.092	0.094
9:16.69	0.089	0.092	0.094
9:17.31	0.089	0.092	0.094
9:17.93	0.089	0.092	0.094
9:18.55	0.089	0.092	0.094
9:19.17	0.089	0.092	0.094
9:19.79	0.089	0.092	0.094
9:20.41	0.089	0.092	0.094
9:21.03	0.089	0.093	0.094
9:21.65	0.089	0.093	0.094
9:22.27	0.089	0.093	0.094
9:22.89	0.089	0.093	0.094
9:23.51	0.089	0.093	0.094
9:24.13	0.089	0.093	0.094
9:24.75	0.089	0.093	0.094
9:25.37	0.089	0.093	0.094
9:25.99	0.089	0.093	0.094
9:26.61	0.089	0.093	0.094
9:27.23	0.089	0.093	0.094
9:27.85	0.089	0.093	0.094
9:28.47	0.089	0.093	0.094
9:29.09	0.089	0.093	0.095
9:29.71	0.089	0.093	0.094
9:30.33	0.089	0.093	0.094
9:30.95	0.090	0.093	0.095
9:31.57	0.090	0.093	0.095
9:32.19	0.090	0.093	0.095
9:32.81	0.090	0.093	0.094
9:33.43	0.090	0.093	0.095
9:34.05	0.090	0.093	0.095
9:34.67	0.090	0.093	0.095
9:35.29	0.090	0.093	0.095
9:35.91	0.090	0.093	0.095
9:36.53	0.090	0.093	0.095
9:37.15	0.090	0.093	0.095
9:37.77	0.090	0.094	0.095
9:38.39	0.090	0.094	0.095
9:39.01	0.090	0.094	0.095
9:39.63	0.090	0.094	0.095
9:40.25	0.090	0.094	0.095
9:40.87	0.090	0.094	0.095
9:41.49	0.090	0.094	0.095
9:42.11	0.090	0.094	0.095
9:42.73	0.090	0.094	0.095
9:43.35	0.090	0.094	0.095
9:43.97	0.090	0.094	0.095
9:44.59	0.090	0.094	0.095
9:45.21	0.090	0.094	0.095
9:45.83	0.090	0.094	0.095
9:46.45	0.090	0.094	0.095
9:47.07	0.090	0.094	0.095
9:47.69	0.090	0.094	0.095
9:48.31	0.090	0.094	0.095
9:48.93	0.090	0.094	0.095
9:49.55	0.090	0.094	0.096
9:50.17	0.090	0.094	0.096
9:50.79	0.090	0.094	0.096
9:51.41	0.090	0.094	0.096
9:52.03	0.090	0.094	0.096
9:52.65	0.090	0.094	0.096
9:53.27	0.090	0.094	0.096
9:53.89	0.090	0.094	0.096
9:54.51	0.090	0.094	0.096
9:55.13	0.090	0.094	0.096
9:55.75	0.090	0.094	0.096
9:56.37	0.090	0.094	0.096
9:56.99	0.090	0.095	0.096
9:57.61	0.090	0.095	0.096
9:58.23	0.090	0.095	0.096
9:58.85	0.091	0.095	0.096
9:59.47	0.091	0.095	0.096
10:00.09	0.091	0.095	0.096
10:00.71	0.091	0.095	0.096
10:01.33	0.091	0.095	0.096
10:01.95	0.091	0.095	0.096
10:02.57	0.091	0.095	0.096
10:03.19	0.091	0.095	0.096
10:03.81	0.091	0.095	0.096
10:04.43	0.091	0.095	0.096
10:05.05	0.091	0.095	0.096
10:05.67	0.091	0.095	0.096
10:06.29	0.091	0.095	0.096
10:06.91	0.091	0.095	0.096
10:07.53	0.091	0.095	0.096
10:08.15	0.091	0.095	0.096
10:08.77	0.091	0.095	0.097
10:09.39	0.091	0.095	0.097
10:10.01	0.091	0.095	0.097
10:10.63	0.091	0.095	0.097
10:11.25	0.091	0.095	0.097
10:11.87	0.091	0.095	0.097
10:12.49	0.091	0.095	0.097
10:13.11	0.091	0.095	0.097
10:13.73	0.091	0.095	0.097
10:14.35	0.091	0.095	0.097
10:14.97	0.091	0.096	0.097
10:15.59	0.091	0.095	0.097
10:16.21	0.091	0.096	0.097
10:16.83	0.091	0.096	0.097
10:17.45	0.091	0.096	0.097
10:18.07	0.091	0.096	0.097
10:18.69	0.091	0.096	0.097
10:19.31	0.091	0.096	0.097
10:19.93	0.091	0.096	0.097
10:20.55	0.091	0.096	0.097
10:21.17	0.091	0.096	0.097
10:22.31	Inject 2	Inject 2	Inject 2
10:22.96	0.084	0.085	0.080
10:23.05	0.084	0.084	0.080
10:23.14	0.084	0.084	0.080
10:23.23	0.083	0.083	0.081
10:23.32	0.083	0.083	0.080
10:23.41	0.083	0.083	0.081
10:23.50	0.083	0.083	0.081
10:23.59	0.083	0.082	0.081
10:23.68	0.083	0.082	0.081
10:23.77	0.083	0.082	0.080
10:23.86	0.083	0.082	0.080
10:23.95	0.083	0.082	0.080
10:24.04	0.082	0.082	0.080
10:24.13	0.082	0.082	0.080
10:24.22	0.082	0.082	0.080
10:24.31	0.082	0.081	0.080
10:24.40	0.082	0.081	0.080
10:24.49	0.082	0.081	0.080
10:24.58	0.082	0.081	0.080
10:24.67	0.082	0.081	0.080
10:24.76	0.082	0.081	0.080
10:24.85	0.082	0.081	0.080
10:24.94	0.082	0.081	0.080
10:25.03	0.082	0.081	0.080
10:25.12	0.082	0.081	0.080
10:25.21	0.082	0.081	0.080
10:25.30	0.082	0.080	0.080
10:25.39	0.082	0.080	0.080
10:25.48	0.081	0.080	0.079
10:25.57	0.082	0.080	0.079
10:25.66	0.081	0.080	0.079
10:25.75	0.081	0.080	0.079
10:25.84	0.081	0.080	0.079
10:25.93	0.081	0.080	0.079
10:26.02	0.081	0.080	0.079
10:26.11	0.081	0.080	0.079
10:26.20	0.081	0.080	0.079
10:26.29	0.081	0.080	0.079
10:26.38	0.081	0.080	0.079
10:26.47	0.081	0.080	0.079
10:26.56	0.081	0.080	0.079
10:26.65	0.081	0.080	0.079
10:26.74	0.081	0.080	0.079
10:26.83	0.081	0.080	0.079
10:26.92	0.081	0.080	0.079
10:27.01	0.081	0.080	0.079
10:27.10	0.081	0.079	0.079
10:27.19	0.081	0.079	0.079
10:27.28	0.081	0.079	0.079
10:27.37	0.081	0.079	0.079
10:27.46	0.081	0.079	0.079
10:27.55	0.081	0.079	0.079
10:27.64	0.080	0.079	0.079
10:27.73	0.081	0.079	0.079
10:27.82	0.080	0.079	0.079
10:27.91	0.080	0.079	0.079
10:28.00	0.080	0.079	0.079
10:28.09	0.080	0.079	0.079
10:28.18	0.081	0.079	0.079
10:28.27	0.080	0.079	0.079
10:28.36	0.080	0.079	0.079
10:28.45	0.080	0.079	0.079
10:28.54	0.080	0.079	0.079
10:28.63	0.080	0.079	0.079
10:28.72	0.080	0.079	0.079
10:28.81	0.080	0.079	0.079
10:28.90	0.080	0.079	0.079
10:28.99	0.080	0.079	0.079
10:29.08	0.080	0.079	0.079
10:29.17	0.080	0.079	0.079
10:29.26	0.080	0.079	0.079
10:29.35	0.080	0.079	0.079
10:29.44	0.080	0.079	0.079
10:29.53	0.080	0.078	0.079
10:29.62	0.080	0.079	0.079
10:29.71	0.080	0.078	0.078
10:29.80	0.080	0.078	0.079
10:29.89	0.080	0.078	0.078
10:29.98	0.080	0.078	0.079
10:30.07	0.080	0.078	0.079
10:30.16	0.080	0.078	0.078
10:30.25	0.080	0.078	0.079
10:30.34	0.080	0.078	0.079
10:30.43	0.080	0.078	0.078
10:30.52	0.080	0.078	0.078
10:30.61	0.080	0.078	0.078
10:30.70	0.080	0.078	0.078
10:30.79	0.079	0.078	0.078
10:30.88	0.080	0.078	0.078
10:30.97	0.079	0.078	0.078
10:31.06	0.079	0.078	0.078
10:31.15	0.079	0.078	0.078
10:31.24	0.079	0.078	0.078
10:31.33	0.079	0.078	0.078
10:31.42	0.079	0.078	0.078
10:31.51	0.079	0.078	0.078
10:31.60	0.079	0.078	0.078
10:31.69	0.079	0.078	0.078
10:31.78	0.079	0.078	0.078
10:31.87	0.079	0.078	0.078
10:31.96	0.079	0.078	0.078
10:32.05	0.079	0.078	0.078
10:32.14	0.079	0.078	0.078
10:32.23	0.079	0.078	0.078
10:32.32	0.079	0.078	0.078
10:32.41	0.079	0.078	0.078
10:32.50	0.079	0.078	0.078
10:32.59	0.079	0.078	0.078
10:32.68	0.079	0.078	0.078
10:32.77	0.079	0.078	0.078
10:32.86	0.079	0.078	0.078
10:32.95	0.079	0.077	0.078
10:33.04	0.079	0.078	0.078
10:33.13	0.079	0.078	0.078
10:33.22	0.079	0.078	0.078
10:33.31	0.079	0.077	0.078
10:33.40	0.079	0.078	0.078
10:33.49	0.079	0.077	0.078
10:33.58	0.079	0.078	0.078
10:33.67	0.079	0.077	0.078
10:33.76	0.079	0.077	0.079
10:33.85	0.079	0.077	0.078
10:33.94	0.079	0.077	0.078
10:34.03	0.079	0.078	0.078
10:34.12	0.079	0.077	0.078
10:34.21	0.079	0.077	0.078
10:34.30	0.079	0.077	0.078
10:34.39	0.079	0.077	0.078
10:34.48	0.079	0.077	0.078
10:34.57	0.079	0.077	0.078
10:34.66	0.079	0.077	0.078
10:34.75	0.079	0.077	0.078
10:34.84	0.079	0.077	0.079
10:34.93	0.079	0.077	0.078
10:35.02	0.079	0.077	0.078
10:35.11	0.079	0.077	0.078
10:35.20	0.079	0.077	0.078
10:35.29	0.079	0.077	0.078
10:35.38	0.079	0.077	0.078
10:35.47	0.079	0.077	0.078
10:35.56	0.079	0.077	0.078
10:35.65	0.079	0.077	0.078
10:35.74	0.079	0.077	0.078
10:35.83	0.079	0.077	0.078
10:35.92	0.079	0.077	0.078
10:36.01	0.079	0.077	0.078
10:36.10	0.079	0.077	0.078
10:36.19	0.079	0.077	0.078
10:36.28	0.078	0.077	0.079
10:36.37	0.079	0.077	0.078
10:36.46	0.079	0.077	0.078
10:36.55	0.079	0.077	0.078
10:36.64	0.078	0.077	0.079
10:36.73	0.079	0.077	0.079
10:36.82	0.079	0.077	0.078
10:36.91	0.079	0.077	0.078
10:37.00	0.078	0.077	0.079
10:37.09	0.079	0.077	0.078
10:37.18	0.079	0.077	0.078
10:37.27	0.078	0.077	0.079
10:37.36	0.078	0.077	0.078
10:37.45	0.079	0.077	0.078
10:37.54	0.078	0.077	0.078
10:37.63	0.078	0.077	0.078
10:37.72	0.078	0.077	0.078
10:37.81	0.079	0.077	0.078
10:37.90	0.079	0.077	0.078
10:37.99	0.078	0.077	0.079
10:38.08	0.078	0.077	0.078
10:38.17	0.078	0.077	0.078
10:38.26	0.079	0.077	0.078
10:38.35	0.078	0.077	0.078
10:38.44	0.078	0.077	0.078
10:38.53	0.078	0.077	0.078
10:38.62	0.078	0.077	0.078
10:38.71	0.078	0.077	0.078
10:38.80	0.078	0.077	0.078
10:38.89	0.078	0.077	0.078
10:38.98	0.079	0.077	0.078
10:39.07	0.078	0.077	0.078
10:39.16	0.078	0.077	0.078
10:39.25	0.078	0.077	0.078
10:39.34	0.079	0.077	0.078
10:39.43	0.078	0.077	0.078
10:39.52	0.078	0.077	0.078
10:39.61	0.078	0.077	0.078
10:39.70	0.078	0.077	0.078
10:39.79	0.078	0.077	0.078
10:39.88	0.078	0.077	0.078
10:39.97	0.078	0.077	0.078
10:40.06	0.078	0.077	0.078
10:40.15	0.078	0.077	0.078
10:40.24	0.078	0.077	0.078
10:40.33	0.078	0.077	0.078
10:40.42	0.078	0.077	0.078
10:40.51	0.078	0.077	0.078
10:40.60	0.078	0.077	0.078
10:40.69	0.079	0.077	0.078
10:40.78	0.078	0.076	0.078
10:40.87	0.078	0.077	0.078
10:40.96	0.078	0.077	0.078
10:41.05	0.078	0.077	0.078
10:41.14	0.079	0.076	0.078
10:41.23	0.078	0.077	0.078
10:41.32	0.079	0.076	0.078
10:41.41	0.078	0.077	0.078
10:41.50	0.078	0.077	0.078
10:41.59	0.078	0.077	0.078
10:41.68	0.078	0.077	0.078
10:41.77	0.078	0.076	0.078
10:41.86	0.078	0.077	0.078
10:41.95	0.078	0.076	0.078
10:42.04	0.078	0.076	0.078
10:42.13	0.078	0.076	0.078
10:42.22	0.078	0.076	0.078
10:42.31	0.078	0.077	0.078
10:42.40	0.078	0.077	0.078
10:42.49	0.078	0.076	0.078
10:42.58	0.078	0.076	0.078
10:42.67	0.078	0.076	0.078
10:42.76	0.078	0.076	0.078
10:42.85	0.078	0.076	0.078
10:42.94	0.078	0.076	0.078
10:43.03	0.078	0.077	0.078
10:43.12	0.078	0.077	0.078
10:43.21	0.078	0.076	0.077
10:43.30	0.078	0.076	0.078
10:43.39	0.078	0.076	0.078
10:43.48	0.078	0.077	0.078
10:43.57	0.078	0.077	0.078
10:43.66	0.078	0.076	0.078
10:43.75	0.078	0.076	0.078
10:43.84	0.078	0.076	0.078
10:43.93	0.078	0.076	0.078
10:44.02	0.078	0.076	0.078
10:44.11	0.078	0.076	0.078
10:44.20	0.078	0.076	0.078
10:44.29	0.078	0.076	0.078
10:44.38	0.078	0.076	0.077
10:44.47	0.078	0.076	0.078
10:44.56	0.079	0.076	0.078
10:44.65	0.078	0.076	0.077
10:44.74	0.078	0.076	0.077
10:44.83	0.078	0.076	0.077
10:44.92	0.078	0.076	0.078
10:45.01	0.078	0.076	0.077
10:45.10	0.078	0.076	0.077
10:45.19	0.078	0.076	0.077
10:45.28	0.078	0.076	0.077
10:45.37	0.078	0.076	0.077
10:45.46	0.078	0.076	0.078
10:45.55	0.078	0.076	0.077
10:45.64	0.078	0.076	0.077
10:45.73	0.078	0.076	0.077
10:45.82	0.079	0.076	0.077
10:45.91	0.079	0.076	0.078
10:46.00	0.078	0.076	0.077
10:46.09	0.078	0.077	0.078
10:46.18	0.078	0.076	0.077
10:46.27	0.078	0.076	0.078
10:46.36	0.078	0.076	0.077
10:46.45	0.078	0.076	0.077
10:46.54	0.078	0.076	0.078
10:46.63	0.078	0.076	0.078
10:46.72	0.078	0.076	0.078
10:46.81	0.078	0.076	0.078
10:46.90	0.078	0.076	0.078
10:46.99	0.078	0.076	0.077
10:47.08	0.078	0.076	0.078
10:47.17	0.078	0.076	0.077
10:47.26	0.078	0.076	0.078
10:47.35	0.078	0.076	0.077
10:47.44	0.078	0.076	0.077
10:47.53	0.078	0.076	0.077
10:47.62	0.078	0.076	0.078
10:47.71	0.078	0.076	0.077
10:47.80	0.078	0.076	0.078
10:47.89	0.078	0.076	0.078
10:47.98	0.078	0.076	0.078
10:48.07	0.078	0.076	0.077
10:48.16	0.078	0.076	0.077
10:48.25	0.078	0.076	0.078
10:48.34	0.078	0.076	0.077
10:48.43	0.078	0.076	0.077
10:48.52	0.078	0.076	0.078
10:48.61	0.078	0.076	0.077
10:48.70	0.078	0.076	0.078
10:48.79	0.078	0.076	0.077
10:48.88	0.078	0.076	0.078
10:48.97	0.078	0.076	0.077
10:49.06	0.078	0.076	0.077
10:49.15	0.078	0.076	0.078
10:49.24	0.078	0.076	0.078
10:49.33	0.078	0.076	0.077
10:49.42	0.078	0.076	0.078
10:49.51	0.078	0.076	0.077
10:49.60	0.078	0.076	0.077
10:49.69	0.078	0.076	0.077
10:49.78	0.078	0.076	0.077
10:49.87	0.078	0.076	0.077
10:49.96	0.078	0.076	0.078
10:50.05	0.078	0.076	0.077
10:50.14	0.078	0.076	0.077
10:50.23	0.078	0.076	0.078
10:50.32	0.078	0.076	0.078
10:50.41	0.078	0.076	0.077
10:50.50	0.078	0.076	0.077
10:50.59	0.078	0.076	0.077
10:50.68	0.078	0.076	0.078
10:50.77	0.078	0.076	0.077
10:50.86	0.078	0.076	0.077
10:50.95	0.078	0.076	0.078
10:51.04	0.078	0.076	0.078
10:51.13	0.078	0.076	0.077
10:51.22	0.078	0.076	0.077
10:51.31	0.078	0.076	0.078
10:51.40	0.078	0.076	0.078
10:51.49	0.078	0.076	0.078
10:51.58	0.078	0.076	0.077
10:51.67	0.078	0.076	0.077
10:51.76	0.078	0.076	0.077
10:51.85	0.078	0.076	0.077
10:51.94	0.078	0.077	0.078
10:52.03	0.078	0.076	0.077
10:52.12	0.078	0.076	0.077
10:52.21	0.078	0.076	0.078
10:52.30	0.078	0.077	0.077
10:52.39	0.078	0.077	0.077
10:52.48	0.078	0.076	0.077
10:52.57	0.078	0.076	0.078
10:52.66	0.078	0.076	0.078
10:52.75	0.078	0.076	0.077
10:52.84	0.078	0.076	0.078
10:52.93	0.078	0.076	0.077
10:53.02	0.078	0.076	0.078
10:53.11	0.078	0.077	0.077
10:53.20	0.078	0.076	0.078
10:53.29	0.078	0.076	0.078
10:53.38	0.078	0.076	0.078
10:53.47	0.078	0.076	0.077
10:53.56	0.078	0.077	0.078
10:53.65	0.078	0.076	0.077
10:53.74	0.078	0.076	0.078
10:53.83	0.078	0.076	0.077
10:53.92	0.078	0.077	0.077
10:54.01	0.078	0.076	0.078
10:54.10	0.078	0.076	0.078
10:54.19	0.077	0.076	0.077
10:54.28	0.078	0.076	0.077
10:54.37	0.078	0.076	0.078
10:54.46	0.078	0.077	0.078
10:54.55	0.078	0.076	0.078
10:54.64	0.078	0.077	0.078
10:54.73	0.078	0.076	0.077
10:54.82	0.078	0.076	0.077
10:54.91	0.078	0.077	0.078
10:55.00	0.078	0.076	0.077
10:55.09	0.078	0.076	0.078
10:55.18	0.077	0.076	0.077
10:55.27	0.078	0.077	0.077
10:55.36	0.078	0.076	0.077
10:55.45	0.078	0.077	0.077
10:55.54	0.077	0.076	0.077
10:55.63	0.077	0.076	0.077
10:55.72	0.077	0.077	0.078
10:55.81	0.078	0.076	0.077
10:55.90	0.077	0.076	0.078
10:55.99	0.077	0.076	0.078
10:56.08	0.078	0.076	0.077
10:56.17	0.077	0.077	0.077
10:56.26	0.077	0.076	0.077
10:56.35	0.077	0.076	0.077
10:56.44	0.077	0.076	0.077
10:56.53	0.077	0.076	0.078
10:56.62	0.077	0.076	0.078
10:56.71	0.077	0.076	0.078
10:56.80	0.077	0.077	0.078
10:56.89	0.077	0.077	0.077
10:56.98	0.077	0.076	0.077
10:57.07	0.077	0.076	0.077
10:57.16	0.077	0.076	0.077
10:57.25	0.077	0.076	0.078
10:57.34	0.077	0.076	0.077
10:57.43	0.077	0.076	0.078
10:57.52	0.077	0.076	0.078
10:57.61	0.077	0.076	0.077
10:57.70	0.077	0.076	0.077
10:57.79	0.077	0.076	0.078
10:57.88	0.077	0.076	0.078
10:57.97	0.077	0.077	0.077
10:58.06	0.077	0.076	0.077
10:58.15	0.077	0.076	0.077
10:58.24	0.077	0.077	0.077
10:58.33	0.077	0.076	0.077
10:58.42	0.077	0.076	0.078
10:58.51	0.077	0.076	0.077
10:58.60	0.077	0.077	0.078
10:58.69	0.077	0.077	0.077
10:58.78	0.077	0.077	0.077
10:58.87	0.077	0.077	0.077
10:58.96	0.077	0.077	0.077
10:59.05	0.077	0.076	0.077
10:59.14	0.077	0.076	0.078
10:59.23	0.077	0.076	0.078
10:59.32	0.077	0.076	0.077
10:59.41	0.077	0.077	0.078
10:59.50	0.077	0.077	0.077
10:59.59	0.077	0.076	0.077
10:59.68	0.077	0.077	0.078
10:59.77	0.077	0.076	0.077
10:59.86	0.077	0.076	0.078
10:59.95	0.077	0.076	0.077
11:00.04	0.077	0.076	0.077
11:00.13	0.077	0.076	0.078
11:00.22	0.077	0.077	0.077
11:00.31	0.077	0.077	0.077
11:00.40	0.077	0.077	0.077
11:00.49	0.077	0.076	0.077
11:00.58	0.077	0.077	0.078
11:00.67	0.077	0.076	0.077
11:00.76	0.077	0.077	0.077
11:00.85	0.077	0.076	0.077
11:00.94	0.077	0.077	0.078
11:01.03	0.077	0.076	0.077
11:01.12	0.077	0.076	0.077
11:01.21	0.077	0.077	0.077
11:01.30	0.077	0.076	0.077
11:01.39	0.077	0.076	0.077
11:01.48	0.077	0.076	0.077
11:01.57	0.077	0.077	0.077
11:01.66	0.077	0.076	0.077
11:01.75	0.077	0.076	0.077
11:01.84	0.077	0.076	0.077
11:01.93	0.077	0.077	0.078
11:02.02	0.077	0.076	0.078
11:02.11	0.077	0.076	0.078
11:02.20	0.077	0.076	0.077
11:02.29	0.077	0.076	0.077
11:02.38	0.077	0.076	0.077
11:02.47	0.077	0.076	0.078
11:02.56	0.077	0.076	0.077
11:02.65	0.077	0.076	0.077
11:02.74	0.077	0.076	0.078
11:02.83	0.077	0.076	0.077
11:02.92	0.077	0.077	0.078
11:03.01	0.077	0.076	0.077
11:03.10	0.077	0.077	0.077
11:03.19	0.077	0.076	0.077
11:03.28	0.077	0.076	0.077
11:03.37	0.077	0.076	0.077
11:03.46	0.077	0.076	0.077
11:03.55	0.077	0.076	0.078
11:03.64	0.077	0.077	0.077
11:03.73	0.077	0.077	0.078
11:03.82	0.077	0.076	0.077
11:03.91	0.077	0.077	0.077
11:04.00	0.077	0.076	0.077
11:04.09	0.077	0.076	0.077
11:04.18	0.077	0.076	0.077
11:04.27	0.077	0.077	0.077
11:04.36	0.077	0.077	0.077
11:04.45	0.077	0.076	0.077
11:04.54	0.077	0.077	0.077
11:04.63	0.077	0.076	0.077
11:04.72	0.077	0.076	0.077
11:04.81	0.077	0.076	0.077
11:04.90	0.077	0.077	0.077
11:04.99	0.077	0.076	0.077
11:05.08	0.077	0.076	0.077
11:05.17	0.077	0.076	0.077
11:05.26	0.077	0.076	0.077
11:05.35	0.077	0.076	0.077
11:05.44	0.077	0.077	0.077
11:05.53	0.077	0.076	0.077
11:05.62	0.077	0.076	0.077
11:05.71	0.077	0.076	0.077
11:05.80	0.077	0.076	0.077
11:05.89	0.077	0.076	0.077
11:05.98	0.077	0.076	0.077
11:06.07	0.077	0.077	0.077
11:06.16	0.077	0.076	0.077
11:06.25	0.077	0.076	0.077
11:06.34	0.077	0.076	0.077
11:06.43	0.077	0.076	0.077
11:06.52	0.077	0.076	0.077
11:06.61	0.077	0.076	0.077
11:06.70	0.077	0.076	0.077
11:06.79	0.077	0.076	0.077
11:06.88	0.077	0.076	0.077
11:06.97	0.077	0.076	0.077
11:07.06	0.077	0.076	0.077
11:07.15	0.077	0.077	0.077
11:07.24	0.077	0.076	0.077
11:07.33	0.077	0.076	0.077
11:07.42	0.077	0.076	0.077
11:07.51	0.077	0.076	0.077
11:07.60	0.077	0.077	0.077
11:07.69	0.077	0.076	0.077
11:07.78	0.077	0.076	0.077
11:07.87	0.077	0.076	0.077
11:07.96	0.077	0.077	0.077

